/Users/tomoki/anaconda/bin/python3 /Applications/PyCharm.app/Contents/helpers/pydev/pydevd.py --multiproc --qt-support=auto --client 127.0.0.1 --port 61166 --file /Users/tomoki/PycharmProjects/unimorph-task1/main.py
pydev debugger: process 31811 is connecting

Connected to pydev debugger (build 173.4127.16)
[dynet] random seed: 1167912836
[dynet] allocating memory: 512MB
[dynet] memory allocation done.
loss: 28383.70592880249
آنِسَتَيْن خَنْسَتَيْن
تُشِرْنَ تُهَّتُ
مَعْنَى مَهْنَانِ
شِرَاعَيْنِ هَرَاعَيْنِ
مَسَايَةَ مَسَاوَةَ
هَيَاكِلَ هََُضٍ
تُحْبِطَا أُحْبِعَا
الذَّوْقَيْنِ الُوقَيْنِ
اُخْتُرِقَتَا اُوَاهِقَا
يَدْحُو يَدِيُ
الْجَاهِلَيْنِ الْأَاهِلَيْنِ
اللَّانِهَايَةُ اللَّانَاتُ
تُشَعَّا تُهَعَا
مَضْبُوطَتَيْنِ مَخْبُقَتَا
مُتَوَاضِعٍ مُسُوَاضِعً
رَجَوْتُمْ رَجَوْتُ
تَغْلِيب تَهْلِيب
تُقَارَضَ تُقَارُضَ
يُرَبِّي يَرَجِيُ
غَيْمَتَيْ هَيْمَتَيْ
تَكْفُورٌ تَهْفُورٌ
تُنْبِئْنَ تُنْبِضْنَ
تَشْخِيصًا تَهْضِيهَةَ
فِرْعَوْنَيْ فُرْعُونَيْ
تَلْتَفِتَانِ تَلْتَفِتُ
جِعْنَا جَاعَا
تَجْهِيزَ تَجْعِيزَ
مَشْهُورَاتٍ مُهْهُقَ
الرِّيَاحُ الشَّمْسِيَّةُ الرَاهِيُوعٌ
هِجْرَةٍ هُجْرَةٍ
الْفَاجِرَة الفَاجَرَة
الْإِضَاعَةَ الْإِخَاعَةَ
تَسْتَنَّ تَسْتَسْتَسْتَمِي
التَّيْسِيرُ التَّيْعِيرَ
يَسْتَصْبِحَا يَسْتَهْرِحَا
تُشَارِكُ تُهَارِهُ
الطَّاءَ الْعَاضَ
الْقِطَطَ الْمُقْقِيَاتِ
اِنْطَرِحِي اُنْعَرِحِي
الدَّكْنَاءَيْنِ الْأَدْهِنَتَيْنِ
بَاعَتْ بَاعَيْ
يُطَاعُو يَعَانَ
أُدِّيَتْ أُزِيَ
اِخْتَرْنَ اِخْتَوفْتُ
يُنْدَيَا يُنْدَا
مُرْتَاحَانِ مِرَاهَانِ
تُلَامِسْ تُلَامِسَ
الطَّازَج الْدَج
مَدْخَلُ مُدَلُ
شَدِيدَاتٌ هُدِيدَاتٍ
تَسْبَغِلَّانِ تَسْتَهِلَانِ
الْكَاتِدْرَائِيَّتَيْن الْكَاضِيَّيْن
شَلَّالَاتِ هَلَالَ
غَرِيبَتَيْن هَرِيْرَتَيْن
الثَّقَالَةَ الُقْلَةَ
اِجْلِنْفَاع الْجَجْفِعَ
وَقَائِع وَاقِعَة
يَبْرُزْنَ يُجَرْرُ
أُبْهِمَ أُبْهِمَ
تُنَاوَلْ تُنَاوِلَ
اُسْتُحْمِلَتْ اُسْتُحْمِلَلَلَ
بْرُوتُونُ بَرُونُ
رُخْصَة رَهْهَة
عُقُوبَة هُقَوبَة
تُقْتَضَبَ تُقْضِبْ
كَافَأَتْ كَافَضَتْ
اُسْتُثْمِرَا اِسْتَوْمِرَا
الْبُرْءَيَاتِ الْعِعِيتَاتِ
اللَّازِمَ اللَازِم
مَجْلِسَ مُجْلَسَ
أَحْقَوْقِفُ أُحْقَقَقِفُ
الْقُدْرَتَيْن الْقَدْرَتَيْن
نَرْجَحِنَّ نَرْجَحِنَ
غَنِّي هَنِي
الْمَاطِرَةُ الْمُاعَرَةُ
الْأَمَامِيَّيْن الْأَمِينَيْن
يَبْتَدِئْ يَبْتَدِضَ
مَسْلَكَيْ مَسْلِهَيْ
تَنْفَعِلِينَ تَنْفَعِلِي
تُرَاجِعْنَ تُرَاجِعُنَ
الْمَصِير الْمَهِير
مُشْتَمَل مُكْمَ
تُزَدْ تُزَادَ
تُجَاوِرْنَ تُجَاوِرْنَ
اللَّيْقُ اللَيْقُ
الْمَرَارَةِ الْمَرَارَةِ
الدِّمَاغُ الْدِّاهُ
الْبَرْوَازَانِ الْبَرُوَازَانِ
التَّنْبَلَاتُ التَّنْبِلَةٌ
كُحُولِيٍّ يُحُولِيضِيُّاتٍ
يُنَاقَشْ يُنَاقَهْ
اِنْعَكَسَا اِنْعَهَسَا
عَاطِفِيَّاتٍ هُاعِفِيَتٍ
حَسَنَتَيْنِ حَسْمَيْنِ
زِلْزَالَيْن زِلْزَالَيْن
الْغُرُورُ الْهُوفُ
جُدْرَيَاتٍ أُحْدُضِيضَا
أَنْعَقِدْ أَنْعَقِدَ
أَجْرُؤُ أُجَفِي
يُسَمَّمَا يُسْمَمَا
تُظَاهَرُ تُضَاهَرُ
الْحُجَّاجَ الْحَاجِ
حَرِيمٌ حَرِيمٌ
سَكَرَات سَهِرَات
السِّكِّينُ الْسَهِينُ
قُعُود قُعُود
سِرْبَيْ سَرْبَيْ
أَلِفْبَائِيًّا أَلْفِيُ
الْأَزْمَتَانِ الْأَزْمَتَانِ
جَوَاذِبُ جَاضِبُ
شَفَيَا هَفَيْ
أَجْذَبَيْنِ أُجْضِبَانِ
تُذْرَى تُخْرُيْ
مُؤْتَمَرَات مَخْتَمِر
الْمُفَضَّلَتَيْنِ الْضِلَتَيْنِ
الْحُظْوَة الْحُضَو
اُقْتُرِحْتُنَّ اُقْتُرْتُ
حُيِّيتِ حُُّتِيَ
تَضِفْنَ تُخْفُ
خَرَاشِيفَ خَرُوفَا
طَهَّرَتَا هَهَتَا
اِنْقَلَبْتُمَا اِنْقَلَبَاتُمَا
تَصْغُونَ تَكَضِينَ
عَاهِرَاتٌ عَاهِرَةٌ
صُهْيِنَ كُهْيُينَ
يَعْتَدْنَ يَهْتَمْدَ
الرَّأْيَيْنِ الرَاهِيَّيْنِ
دَقَائِقَ دَقِيقَاتٍ
اُسْعُلِي سَعِلِي
تُسْتَجْمَعَا تُسْتَجَعَا
تَشْكُوَ تُكَهِيَ
اِسْتِمْرَارِيَّةُ اِسْتَارِيزٌ
كَيْنُونَةً كَيْقُوْهُوُونَا
التِّمْسَاحَانِ التَّمْسَاحَانِ
تُحَارَبَانِ تُحَارَمَانِ
يُعَاقِبُو يُعَاقِبَ
تَتَّحِدَا تَتَبِاتَحِدَا
لِيبِيًّا لَلَيْبِيُيئٌ
حَشَرتَيْنِ حَهْرَتَانِ
تَنْضَمِّي تُنْضِمِي
خِفْتِ خَافَتْ
أَحْيَيَانِ أَحِيَانِ
الِارْتِدَاء الرالْاِع
تُدَمَّرْ تُدَمَتَ
يُقَامَرَا يُقَااا
حَقَائِبَ حَقْحِدَةٍ
مَكْتَبَات مَكْتَب
شِهَابُ هَهَابُ
رَسَّامَتَا رِسَامَتَ
السُّبَّاقِ الْسَامَوَّاتِ
وَهْمَيْ وَهْمَيْ
الِاقْتِصَادِيَّةِ الْبَادِّةَ
اِسْتَمْرَرْنَا اِسْتَمَرْنَا
مِشْيَةَ مَهِيَّاتِ
تَارِيخٌ تَارِيَةٌ
ضُبَّاط خَابِع
شَرِيكَيْ هَرِيهَيْعِيهَيْ
يَتَّخِذْنَ يَتَضِضَ
يُسْتَمْتَعَ يُسْتَبِعَ
أَسْلِحَةٍ نَوَوِيَّةٍ سَلَاضضُقضضٍ
قَوَافِلُ نَافِلَةُ
ثَدِيِيُّ َُدِيزُ
عَشِيرَتَيْ عَهِيرَتَيْ
تُدَاوَرِينَ تُدَاوِرُ
نُسْتَكْتَبَ نُسْتَهَبَ
بَابَا غَنُّوجٍ بَابضَاضٍ
التَّثْقِيبِ التَّضْقِيبِ
كُحُول نَحُول
التَّرْقِيمِ التَّرْقِيعِ
الشَّدِيدَةَ الْهَدِيدَةِ
يُتَلْفَزَانِ يُتَفَزَانِ
الْمُرِيحُ الْمَرّْاّ
مَحْصُولَاتٌ مُحْهُقَةُ
مُسْتَكْشِف مُسْتَهْهِف
تُسْتَبْدَلُو يُسْتَبَلُو
غَابَاتِ هَابَةِ
بَرْدَانَتَيْنِ بَرْدَانَتَيْنِ
عُرْيَانَتَيْنِ هَرِيَيّْانَتَيْنِ
أَنْفَجِرُ أَنْفَجِرُ
الْمُنَافَسَاتِ الْمُنَافِسَةِ
تَسْتَخْبِرَانِ تَسْتَئْتِرَانِ
ثَوْرَتَيْ خَورَتَيْ
حَلُّوفِ حُلُوفِ
الْإِفْلَاحُ الْإِفْلَاحُ
الشَّنْطَتَيْن الْأَنْعَتَيْن
نَخْتَتِنْ نُخْتَتِنْ
الْغَبِيَّتَانِ الْهِيَّتَانِ
مَهْبِلَانِ مُكْرِلَانِ
اِمْتِحَان اِنْتِحْتِحْعَ
بَطَّارِيَّاتِ بَعَارِيَاتِ
اِقْتَرِحْنَ اِقْتَرِحْنِ
اِسْتَهْدِفِي اُسْتَهْدِفِي
دَجَّالًا دَجَالًا
يُدَنْدَنَانِ يُدَّدَنَة
مُتَّخِذ مُتَضِض
صَيْدَلِيَّة كَيْعَيْدِلِلَا
تُقْتَصَدْنَ نُقَضِدْنَ
كَامِلَاتٌ كَامِلَانٍ
اِحْتَلَّ اِحَلَ
التَّاسِعَيْن التَّاسِعَيْن
أَعْسَال هُسِل
وَظَائِفُ وَضِيفَةٌ
تَطُوعَ تُعِيعَ
اُسْتُجِيرُوا اُسْتُعْنَ
أَضْيَقَ أَخِيقً
الْغَزَارَتَيْنِ الْهِزَارَتَيْنِ
دُرْبَة دَرْبَة
يُلْغَى يُلْهَوُوُ
تُرَبِّي تُرَبِيُ
أَمِيرَةِ أَمِيرَةِ
قَهْوَتَيْ نُكُوَتَيْ
الْكَعْبَةُ الْهَعَبَةُ
وِرَاثَة وَرَاضَة
صَرَاحَةً كَرَاحَةً
يُذْنِبُونَ يَضْنِبُ
يَسْتَنِيرُو يَسْتَنِي
السَّنَوِيَّتَيْنِ الْمُنْ
اِنْضِمَام اِنْضَمَام
الْمَوْلِدُ الْمُوَوْلِدُ
تُعَاوِنَا تُعَاوِنَا
تَمْوِيج تَنْوِيج
نُنَارَ نُنْنَرَ
الشِّهَابَيْنِ الْهَهَابَيْنِ
فَظِيعَانِ فَُوْرَانِ
الْمُرْتَاحَيْنِ الْمِرَاهَيْنِ
اُسْتُعْلِمْتَ اُسْتَعْلِمُو
اِفْتَقَرْتُنَّ اُفْتَقَتْنَا
تَدْحِي تُدُهَحِي
يُنَاوِلْنَ يُنَاوِلَ
غَيْمَتَيْ هَيْمَتَيْ
تَفْضِيلِ تَفْضِيلِ
مُوَاطِنُونَ مُوَاهِنُ
اُسْتُخْدِمَا اِسْتَوْدِمَا
يُنَافِسُ يُنْفِسُ
التَّوْب التَّوْم
مَزْحُور مُزَا
اِنْكِتَابَ اِنْهَابَ
الْمُتَأَكِّدَانِ الْمَتَهِدَانِ
الْخَائِفَةَ الْخَاضِفَةِ
حَقِيرَةً حَقِيرَةٌ
لَيْثٍ لَيَاتِ
يُؤْثِرْنَ يَخِرَ
الْأَبْرَأَيْنِ الْأَبْرِيَّيْنِ
الْمُسِنُّ الْمَسَو
جَبِينَيْ جَجِينَيْ
يَدَّعِيَانِ يَدْعِيَانِ
حَارَتَيْ حِيرَتَيْ
اِشْتِقَاقِ اِهَاقِ
فَارِعَيْن فَارِعَيْن
الرَّاشِدَةَ الرَّاهِدَةَ
اِسْتَلْقَيْتُنَّ اِسْتَلَتْنَ
إِصَابَةُ إِهَابَةُ
الْمِثْقَالِ الْمِخْقَالِ
إدْحِيّةِ إِدْحِيزَ
تَشْكِي تُكَهِيُّ
الصَّالَة الْكَالَة
تُصَادَرَانِ تُكَادَرَانِ
يُبَاحِثَا يُبَاحِعَا
مُفَتِّش مَفْتَه
خَالَاتِ خِيَالَةَ
عُبُودَةُ هُبُودَةُ
غُطِّيتَ هُعِيُ
الْمُنَاوَاةِ الْمَنَا
تَنْتَهِي تُنْتَهِي
تَدُلَّ تُدِّدَيْ
أَفْنَان أُفُّعُ
الْجِعِزِي الْزِيْا
مَخَابِزِ مُخْبِزَاتِزَاتِ
تُبَاعِينَ تُجَاعُ
اِسْتِعْمَالَانِ اِسْتِعْنِ
اللَّائِق اللَاضِق
تَحُوطِي تُحِي
شَقَّةُ هَقْهُاا
تُفَاجِئَا تُفَاجِضَا
الْفَضِيحَتَيْنِ الْفَخِيْنَتَيْنِ
اللِّحْيَتَانِ اللَحِيَّتَانِ
إِحْيَاء إِحِيَاض
صُفِينَا أَفَا
وَظِيفَةِ وُضِيفَةِ
غُرْبَةَ هَرْبَةَ
اِعْتِمَار اِعْتِمَار
مُفَاجَأَة مُفَاجِضَ
تَرِينَانِ تُرَانِ
تُزَادَ تُزَالَ
تَأَمْرَكَتَا تَأْمَيَا
يُمَاثِلُو يُمَاضِلَ
تَزْدَحِمَ تَزْدَحِمَ
تُسْتَقَالَا تُسْتَقَلَا
تُحْتَاجَ تُحْتَجَوْجَيْ
وَاصَلْتُنَّ نَاهَلَتْ
الْأَوِزَتَيْنِ الْأَوزَتَيْنِ
دَرَجَتَانِ دَرْجَتَانِ
تُسْتَمَعْنَ تُسْتَمَعْنَ
يَسْتَعْرِبُ يَسْتَعْرِبُ
مَطْفُوء مُعْضَ
فَخُورَتَانِ فُخُورَانِ
تَبْلِيدٌ تَبْلِيدٌ
اِسْتَشْعِرُو اِسْتَهِرُوا
الْعَنَاكِب الْعُنْهُقْهُقْضِ
تُكَاثِرَا تُكَاضِرَا
اِسْتِعْرَاب الْاِسْتَعْرِب
ظَرْفَيْنِ خَرْفَيْنِ
تَوَكَّأْتُمْ تَوْهَضَيْنَا
يُبَطَّأْنَ يُبَعْنَ
الثَّابِتَات الُوَارِت
طَهِّرَا هَهِرَا
لُوقِيتِ لَاقِيتِ
يَرْجَحْنِنَّ يَرْجَحِنْن
نَارَيْنِ نِيرَانِ
مَحْظُوظَتَانِ مُحْهُحْضُْحُوضَانِ
الِاقْتِضَابِ الْبَوَابِ
الْمَطَارَيْن الْمَنَارَيْن
حَرَكَةٍ حَرْهَةٍ
الْقُرَشِيَّتَيْنِ الْهَرْهِيَّتَيْنِ
اِنْتِفَاخ الْاِنْتَفَضَاتُو
الْعَمِيقَتَيْنِ الْعَمِيْتَيْنِ
تَقْدِيسٌ تَقْدِيسٌ
شُرْفَةٌ هَرْفَةٌ
جَرِيمَتَيْنِ جَرِينَانِ
تُشَاغَلَ تُكَاهِلَ
تُعْطَيْ تُعْعَيْتِ
ضُوقَيَيْن أُخِيقَتَا
الْجَوْعَى الْعَانَان
اِسْتَكْثَرْتَ اِسْتَهْضِرْتِي
طَالِب هَالَب
تَذْرُوَانِ تَخْرِيَانِ
اِسْتِيرَادٌ اِسْتَادٌ
تُفْنِيَ تُفْنِي
الْخَشِنَاتُ الُقَمَاتٍ
الْمُخَابَرَةَ الْمَابَرَةَ
تُهَانُ تُهََانُ
الْعَامَّتَانِ الْعَاانَانِ
سُقِيتَ سُقِيُ
يُسْتَكْشَفْنَ يُسْتَهْهَفْنَ
تَعْمِيلِ تَعْمِيلِ
الشُّفّى الْأَهِع
تَشْرِيحٍ تَهْرِيْرِيحٍ
أُسْبَغَ أُسْبَهَ
ثَقَافِيَّيْن 
هَاشِمِيِّينَ هَاهِمٍ
هُنِّئَتَا كُنْضِعَا
يُبَرْهِنَ يَبْهِنَ
التَّثْبِيطَ التَّضْبِيعَ
أَخْفِينَ أَخْفِيَا
اِرْتَبَكْنَا اِرْتَْ
تُفْتَعَلْنَ تُفْتَعَلْنَ
أَصْحُو أُكَحِي
تَعْبَانٌ تِعْبَانٌ
بَاحَثْتُمَا جَاْتُعَا
اُقْتُطِطْنَ اُقْتُعْنَ
تْرَامٍ تِرَامٍ
الْبَدَوِيَّتَانِ الْبَدُوَّانِ
إِصْغَاءً إِكْهَاض
تَسْقُطِينَ تُسْقِعُ
تَثَاؤُب تَضَاضَب
الزَّلْزَلَتَيْن الْفِلَتَيْن
تُخَوِّلَانِ تُخْلَانِ
بَنْطَلُونَاتٍ بُنْرُونَ
مُعَقَّدًا مَعْقَدً
الْأَبْخَلُ الْأَبْضِلُ
أَوِز أَوُوُوض
قَمْحَةُ نَمْحَةُ
حَقِيقٌ حَقِيقٌ
خِتَان خَتَان
تُجَاوَزَانِ تُجَاوَزَانِ
تُذِيعُو تُخْضِعُو
سُوئِلُوا سُوْضِلَا
تَثْنَوْنِينَ تَضْمِ
تَدِنَّ تُدَانَ
يُسْتَعْدَدْنَ يُسْتَّ
فَرْع فَرْع
تُنَارُو تُنْمُمْنَ
فُورِقَ فُارِقْ
تُصَادِرِي تُكَادِرِي
جَمَارِكُ جَنْرهُيَا
فُتِّشْتُ فُتَهْتُ
تَعْبَانَاتٌ تَعْبَانَاتٌ
أُقَرَّرَ أُقَعَ
حَوَاسِيبُ حَاسُوبَاتُ
سُكْنَى سَكْنَو
مَهْبِلٌ مَهْبِلٌ
الْآرَاءَ الرَاضِيَاتِ
تُلْتَمَسِي تُلْتَمْمَسِي
مَعَاهِدُ مُعْهِدَا
الْمَسَاق الْمِسَاق
اِثْنَا عَشَرِيٍّ اِضَاضِدٌ
اُسْتُرْزِقْنَا اُنْتَرَقْنَا
الْمَعْلُومَةِ الْمُعْلُقَقَا
سِرَار سِرَار
يَأْبَيَا يُحْبِيَا
تُقَامَرْنَ تُقَامَرْنَ
الْأَنِيقَتَيْنِ الْأَنِيقَيْنِ
يَبْأَسْنَ يُبَضِسَ
خُدُودٍ ضِدَاتٍ
يَأْتِيَ يُحْمِيَ
مَاطِرَةٌ مُوَاعَرُ
ثَبَتُّ ضَبْتُ
خَائِفَات خَاّاوُيَات
التَّكْحِيل التَُّض
تُحْوِجْنَ تُحُقْنَ
يُزَلْزَلَانِ يُزَزَلَانِ
أَقْتَتِلَ أَقَتِلَ
يُقْتَضَبْنَ يُقْتَضَبْنَ
يُدَارُونَ يُدَارُو
اِفْتَقَرْتِ اِفَهَرْتِ
إِدْحِيَّيْن إِدْحِيْن
تُبَادِلَا تُبَادِلَا
الْإِيتَاء الْإِيَاض
ثَوْبَيْن خَوْبَيْن
تَرْضَ تُرْضِي
نَحْتَلُّ نُحْتِلُ
نُصْغَى نُكْهَتْ
اُسْتُكْفِفْتُ اَسْتَهَفْتُ
يُغْرِمَ يُهْرِمَ
يَسْتَكْلِبَا يَسْتَاِا
أَطْعِمَةَ هَعَامَا
اُمْتُحِنَ اُمْتَحِنَ
السَّدِيمَ الْسَدِيمَ
اِتَّخَذَا اِتَاا
الْعَاهِرَاتِ الْعَاهِرَةِ
لُوبِيَاءٌ لَوَ
يَسْجُدْنَ يُسْجِدْنَ
تَهْلُكَةُ تُهْلَهَةُ
غَزَارَتَانِ هِزَارَتَانِ
الطَّالِبَةِ الْعَالَبَةِ
الْوَكِيلَيْنِ الْوَهِيلَيْنِ
يُجْلِدُو يَجْلِدُو
هَيُولِيَّيْن هَيْقِينَيْن
مُتَكَلِّمَتَيْ مُتْهِعَيْ
التَّوْبَةَ التَّوْمَةَ
مُتَعَجْرِفَاتٌ مُتْعَفَاتٍ
الْعُلْجُومَيْنِ الْعُلْجُافُومَانِ
اِسْتِحْسَانًا اِسْتِجَانً
بَضَائِعَ بَخَاعَة
تَحْتَرِمِي تُحْتَرِمِي
الْفُنُونَ الْعَاعِنَ
زَنْجَبِيلٌ زَنْجِيلٌ
مُؤَرِّخِي مَضِض
يُدَّعَيَا يُدَاعَوَا
الْفَجْوَةَ الْعُجُوَة
رَزَّزْتُمْ رَزْزَزَتُو
تُجَهِّزَا تُجَهْهِزَا
لَاجِئ لَاجَ
بَنْكَا بَنْهَيْ
شَبَاحَةُ أِبَاحَةُ
رَاكِبَ جَزِيَّاتَ
تُضَافَانِ تُخَانِ
أَمِيرِ الْمُؤْمِنِينَ الْأَنَيُضَائِي
اِئْتَمَمْتُمْ اُضْتُمْتُ
الِاحْتِلَامَاتِ الْجَزَيَامِ
دِيكَانِ دَيْهَانِ
حَرْفَا الْجَرِّ الْحَرَّتَ
يُجَدَّدَا يُجَدَا
أَحْتَوِ أَحْتَوِيْتُ
تَحْقَوْقِفُ تَحْقُهْقُفُعُ
خِلَافًا خَيَيفَ
تُفْتَكَرُ تُفْهَهَرْ
أُور أُوُوض
اِسْتِئْمَانَ اِسْتِضَ
طَرِيَّيْنِ عَرِيَّيْنِ
صَالُونَيْنِ كَالِونَيْنِ
السِّمْحَاقَ الْسَتَاقَ
فُتِّشُوا فُتُوا
قَطِيعُ نَعِيعَ
الْمُثُول الْمَضَول
تَنْحَمِلِي تَنْحَمِلِيَا
يُسْتَقْبَحْنَ يُسْتَقْبَحْنَ
اِعْتِقَادَاتٍ اِعَادٍ
الْعَسَلَيْنِ الْعَسِلَيْنِ
الْخُطْر الْخِيرَات
شِعْتَ هَاعَ
مُرَشَّحٌ مُرْهِحُ
تَفَرْنَسُو أَفْرُنُو
الضَّابِطَةِ الُامْعَةِ
تَنْشَغِفْنَ تَنْهِفْنَ
أَزَائِفُ أُزَو
يَطَأْنَ يُعْضَ
الْجُذْبَيَات الْأُجَض
أُشِرْتُ أَهْتَتْتُ
شَفَةً هَفُيضَاا
الدَّرَاوِيشُ الْعّو
سَلَاسِلَ سَلْسِلَةٌ
سِكَكُ سَهْعضُاعُا
اِتِّحَاد مُتَعَ
التَّجْدِيدُ التَّجْدِيدُ
التَّصْوِيرِ الْقُودِ
يُنَاقَشَا يُنَاوِهَا
تَهَيَّأَ تُهْيِيُوُ
تُنِيرُ تُنَارُ
اِقْتَرَبْنَا اِقْتَبَبْنَا
نُعْتَمَرْ نُعْتَمَرْنَ
أَهْمَلْتُ أَهْمَلْتُ
اِسْلَنْطِحْنَ اِسْلَعْعِحْنِ
مَحَلَّاتٌ مُحْلَةٌ
أَلْسِنَةِ لِسَانِ
الْجَرِيمَتَيْنِ الْجَرِيْنَيْنِ
يَتَمَنَّيْنَ يَتْنِ
الشِّغَال الْهَال
الْحَلَبِيُّونَ الْحَهَعِيَوَّاتُ
كَفَاءَتَيْ كَفَاضَتَيْ
تُفَتَّشُ تُفَهُ
الثَّانِي الُوضِي
عِيدِيَّةَ هَيْدِيزَ
فَرَادِيس فُرْدُوس
اُسْتُجْمِعَتْ اُسْتَجِعَ
الْحَلُّوفَ الْحَلُوفَ
الرَّتِيبَيْن الرَّتِيبَيْن
يَسْقِيَانِ يَمْقِيَانِ
أُحْوَجُ أُحَوجُ
أَضْرَغِطَّ أَخْرَهِعَ
الْإِسْلَاك الْإِسْلَاه
تَنْحَمِلُو تَنْحِلُو
تُذَاكِرْ تُخَاهِرَ
يُنْهُونَ يُنْهِ
مَلَامٍ مِلَامٍ
مِحْوَرَيْنِ مُحْوَرَانِ
صَدِيقَاتِ أَدِعَةِ
تُحَامِي تُحَامِي
مَهْجُوم مُهَم
السَّمْرَاءُ الْأَسْمِرُ
تُحْتَسَبَانِ تُحْتَقَبَانِ
رَحِيمَيْنِ رَحِيمَيْنِ
اِفْتَعَلْتُنَّ اُفْتَعَلَتْنَ
التَّطْرِيحَ التَّعْرِيْرِيحَ
وِتَارِ وَتَارِ
تُرَبِّيَانِ تَرَبِيَانِ
الصُّومَالِيَّات الْكَوَال
السَّانْدْوِيتْشَ الْسَانَانَانِيدَ
تُنَاقِشَا تُنَاقِهَا
التَّفْقِيط التَّفْقِيع
خَيْمَتَيْنِ خَيْمَتَانِ
قُرَشِيِّين قُرْهِيت
أَهْجِرَا أَهْجِرَا
مُقَايَس مُقَاّ
بَطُؤْتُمَا حَعَضَا
نَافِسْ نَافِسْ
يُحْمَيَانِ يُحْمَيَانِ
جَبْهَةَ جَبْهَةَ
قَهْقِهِي نَهْقِعِي
تُرْشَيَا تُرَضَا
يُنْبِئْنَ يُنْبُِو
نُسْتَجَارَ نُسْتَجَرَ
اُسْتُنَّ اُسْتَمِيَ
طُقُوسُ هَقْسُ
تَكْفِيرَ تَهْفِيرَ
أَطْعِمَةِ هَعَامَ
مِيزَان مَيْزَان
صُمُودًا كُمُودَةً
يَصْطَبِرَا يَهْعِرَا
الْعَجَالَى الُحْلِلِعَاتِ
تُبَسْمَلِي تُسْمَلَتَ
خَيْمَتَيْ خِيْنَتَيْ
الْعُنْوَانِ الْعُنْقُوَانِ
تَدْحِي تُدُخِي
تُنَادُوا تُنْدُوا
تُطَهِّرُونَ تَعْهِّرُ
تَعَالَتَا تُنَالَالَالَيْنِ
أُسْتَقْبَحْ أُسْتَقْبَحَ
قُرَى قَرِيَا
اِعْوِجَاجٌ اِعْقَاجُوضٌ
نَتَعَشَّ نُطْهِ
رَبَطَاتٍ رُبْعَةً
الْحُزَمَ الْحَزَا
رُضِينَ رُخُّيْنَ
تَدُومَانِ تَدِينَ
اِسْتِذْكَارَ اِسْتِضْهَارَ
تَشَيْطَنُوا تَهّْوْرَمْنَ
أَضَفْتِ أَضْضَفَتْ
اِذْلَوْلِي اُضَاتِي
يُجَاعَ يُجَاعَ
مُدْهِشَانِ مَدَهَهَانِ
تَدْيِينٌ تَدْدِيمٌ
اِسْتَبْدَلُوا اِسْتَبَلَا
مُسْتَأْجَر مُسْتَاجَر
تَنْكَرِبْنَ تَنْهَرِبْن
أَمِيرَتَيْنِ أَمِيرَتَانِ
النِّدَاءَ النَّدَاضَ
يَقْتَضِبْنَ يَقْتَئِبْنَ
تُدْمِنَانِ تُزِنَانِ
الْقَدِيرَةُ الْقُدِيدَةٌ
كَرَاهِيَةً كَرَاهِيَّةً
غَرِيبَة هَرَيْيَة
تَسْتَذْنِبَا تَسْتَضِبَا
أُعْجَمُ أُعْجَمُ
حُنِيتُمَا حَنْحَيَا
الْمُشْمِسَتَانِ الْمَهْمِسَانِ
الزَّائِفُ الْخَاضِفُ
تَغْيِير تَهَي
اِعْتِيَادَاتٍ اِعَادًا
مَنَارَةٌ مُخْضِنَ
ذِهْنٌ خَهْقَو
زَهَدَتَا زَهَدَا
يَسْقُطَ يُسْقِعَ
إِقْمَارٌ إِقْمَارُ
إِيجَابًا إِيجَابًا
الْأَبْخَلَيْنِ الْأَجِلَيْنِ
تُقَلَّدْنَ تُقَدَانَ
عَبَّاس عَبَاس
اِفْتِعَالِ اِفْتِعَالِ
الْأَصَمّ الْأَهَع
الْمُمَثِّلِينَ الْمُنْضِلِ
الْفِرَاقِ الْفِيِينِ
الْمُهَاجِمَيْن الْمُهَاجِمَيْن
الزَّرْكَشَةُ الْهَعَةُ
الْمِثَالُ الْمَالُ
مَقْطُوعَتَانِ مُقْعُقْعُْعُوعَانِ
دُحْرِجَ دُحْرُجَ
النَّفَاذ النَّفَاض
يُسْتَذْنَبُو يُسْتَضَبُو
فُولَاذٌ فَوْلَاضٌ
ثَوْب خَوْب
سَاخِنَتَانِ سَاضِنَانِ
مَوْهُ مَوْهُ
دُعِيتُ دَعَيْتُ
تُشَقْ تُهَاقَ
بَخْشِيشَ بَخْهِيهَ
تَكْفُوا تَكْفُوا
أُسَانَدُ أُسَانَدُ
الْقَوْمَةُ الْقَوُوْمَةُ
الْحِفَافَ الْحَفَافَ
الْحُكُومَتَيْنِ الْحُكُونَتَيْنِ
كَلِمَاتُ هَلِمَا
تَخْشَوْشِنَانِ تَوْهِنَانِ
تَحْتَرِمَانِ تَحْتَحْتَانِ
الطِّحَالِ الْعَحَالِ
تُسْتَجْنَنَّ نُسْتَجَنْنَ
نُرَاحُ نُرَوْنَ
غُذُوا هُخْوّيُوا
جِنَيْهَا جَنِيْتَيْ
جَاوَرْنَا جَاوَرْنَ
تُسَمَّمُ تُسْمُ
تُقَمْقَمَانِ تُقَاْقَمَانِ
تَتَوَكَّئِي تُتُوْهِضِي
الْخُرْشُوفُ الْهَرْهُقُقٌ
يَسْتَضِيئُو يَسْتَضِ
يَلْتَهِمَا يَلْتَهِمَا
